batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ItsAndrewz🥴,,itsandrewz,631200,5641,82100,12900
1,1,som original - .,"fyp, foryoupage, relatable, byron2x",byron2x,347800,7634,23800,251
1,2,original sound - #v4mp,,joejoe7711,316800,2582,17500,845
1,3,swag it! - Chow Lee,"mensbraids, braidstyles, braids, curls",mblends,19300,515,1761,44
1,4,оригинальный звук - ㅤㅤㅤㅤㅤㅤㅤ,,diamantblazi,11200,92,782,78
1,5,original sound - Mack Lí,fyp,mackliiii,162200,597,19300,1045
1,6,sonido original - Nickydigitall 👁️,,turockola,1600000,16200,131800,222800
1,7,Love is BS - Lala Sadii,"brother, loveisbs, foryou, @mony_sadi",lala_sadii,74700,730,4404,96
1,8,Yeah! (feat. Lil Jon & Ludacris) - Usher,"tall, usher, superbowl",thattallfamily,4577,53,362,17
1,9,original sound - JAYLLNN,,realjayllnn,147000,1531,8864,891
1,10,оригинальный звук - Freezy18,,nolanhansen_,1000000,7414,73700,1694
1,11,original sound - gzs104444,"foryou, viral, acting, pov, fyp, foryoupage, parati, skit, ick, cringe, pickne, us",gzs1044445,119500,6041,15200,6746
2,0,MGK freestyle whos in my top ten machine gun kelly - mgkmagic,"machinegunkelly, mgk, colsonbaker",mgkmagic,31000,407,3364,1235
2,1,som original - Big Brother Brasil,,bbb,215900,3256,4946,1637
2,2,XDDCC - Gooseworx & Evan Alderete,"bluey, blueytok, blueyheeler, blueyfanart, blueyclips, blueyanimation, animation, shorts, cute, procreate, cartoon, artistsoftiktok, art, shortclips, original, procreateanimation, procreatedreams, blueychilli, blueymom, blueymoments",artsdoodle,1800000,6361,271100,28800
2,3,original sound - Caitlin Emiko,"iwastodayyearsold, airpodhack, airpods",caitlin.emiko,749100,2981,141600,38500
2,4,original sound - OwnersBox,"nfl, superbowl, chiefs, 49ers",ownersbox,633100,13400,138900,12300
2,5,snooze - sped up audios 🎧,,layloolaaaaaa,3656,236,740,136
2,6,оригинальный звук - 🌴 𝖋𝖗𝖊𝖘𝖍𝖎𝖐 𝖙𝖊𝖆𝖒🌵,"freshikteam, %F0%9F%A6%88sharksquad%F0%9F%A6%88, %F0%9F%90%89dragonteam%F0%9F%94%9E, mcqueen, carspixar, %D0%BC%D0%B0%D0%BA%D0%B2%D0%B8%D0%BD, %D1%82%D0%B0%D1%87%D0%BA%D0%B8, se14ik1, %D0%B2%D0%B5%D1%80%D0%BD%D0%B8%D1%82%D0%B5%D0%B4%D0%B8%D1%81%D0%BD%D0%B5%D0%B9, lightningtime%E2%9A%A1%EF%B8%8F",freshik_prod,921600,3367,88400,4316
2,7,original sound - بلال الحداد-Bilal Haddad,"%D8%AA%D8%B1%D9%83%D9%8A_%D8%A7%D9%84_%D8%A7%D9%84%D8%B4%D9%8A%D8%AE, %D9%85%D9%8A%D8%B3%D9%8A, %D8%A8%D9%84%D8%A7%D9%84_%D8%A7%D9%84%D8%AD%D8%AF%D8%A7%D8%AF",abo_lbil,708500,19000,57100,19200
