batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - Gavin.kernstinee,igmirandahhmarie,mirandahshaul,412700,1852,45000,7228
1,1,original sound - Sweetpea 😍 Her,,glxxmike,3400000,19900,269700,90600
1,2,original sound - ABKYS,,aubreykeeyyysss,31000,1371,1168,122
1,3,Asn - thsituan._.,,yk.quotezz_,36700,284,3380,93
1,4,original sound - Emotional Texting,"@rizz.app, texts, storytime, texting, textstory, textingstory",emotional.texting,246600,864,21100,708
1,5,original sound - 5StarNana⭐️,"motheranddaughter, tiktokfamily, trend, ofcourseweremotheranddaughter, famousfamily, greeneyesfilter, karnation, karnationwilliams, jaaliyahwilliams, royaltynation, karnationroyalty, jaaliyahroyalty, fyp, fyppppppppppppppppppppppp",loveeenation,35700,78,3156,45
1,6,original sound - jude_movie,"tiktok, foryou, movie",sxy195188m7,129199,297,8952,154
1,7,Dandelions (slowed + reverb) - Ruth B. & sped up + slowed,"foryou, f%C3%BCrdich, funnykatty, tiktokgermany, love, fyyp, viral, fyypppppppppp",funnykatty2,35500,194,2280,296
1,8,original sound - Mia Ariannaa,"fyp, fyp%E3%82%B7, pov, toddlersoftiktok, toddler, toddlermom, boymom, toddlersbelike, babiesoftiktok, babylove, babyfever",mia.ariannaa,139000,1375,9329,1410
1,9,Originalton - Zertuny,,miquelmelero,2000000,3075,172000,6177
1,10,Love is BS - Lala Sadii,"@mony_sadi, foryou, fyp, loveisbs",lala_sadii,128000,1262,11700,120
1,11,оригинальный звук - odnoitozhe,"%D0%BB%D0%B3%D0%B1%D1%82, wlw, %D0%BB%D0%B3%D0%B1%D1%82%D0%B1%D1%80%D0%B0%D0%BA, wlwcouple",mitaikan,63300,539,5467,1580
2,0,original sound - Harrison James,"asmr, asmrsounds, satisfying, foryou",harrisontjames,33900,8052,8106,179
2,1,Dandelions (slowed + reverb) - Ruth B. & sped up + slowed,"fyp%E3%82%B7, trending, viral, couple, couplegoals, love, boyfriend, themacfamily, pumieybodysuit",themacfamily,221800,629,12600,609
2,2,funny how time flies on the late nite tip - KORiij [kor-ee jay] 🎹,,thatgirllaylay,211700,583,11800,293
2,3,som original - netobaetas,,netobaetas,258500,719,16200,2735
2,4,original sound - Cody Premer,codypremer,codypremer,61100,396,3325,266
2,5,original sound - bella.nd18,,bella.nd18,90000,653,8335,835
