batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - YahneOfficialASMRBarbie,"facecard, asmrbarbie, asmr, asmrglue",yahneofficial,2700000,6198,137800,14500
1,1,original sound - ABKYS,,aubreykeeyyysss,30900,1365,1159,121
1,2,original sound - ItsAndrewz🥴,,itsandrewz,631300,5644,82100,12900
1,3,original sound - ashley rose,,ashleyroseclips,6323,35,368,11
1,4,original sound - Lala,"foryou, fyp, ifyouonlyknew",lala_sadii,107300,1664,7141,222
1,5,original sound - Barstool Sports,"@barstooloutdoors, @bethanywiggins8",barstoolsports,1400000,9540,85500,78000
1,6,original sound - 𝑀𝒾𝒶𝓁𝒶𝓃𝒾,"thanksgiving, trending, fyp%E3%82%B7%E3%82%9Aviral",0.keep.it.cute,2400000,16100,261700,29900
1,7,original sound - meaghanranee,"fyp, lifekorea, %EC%B6%94%EC%B2%9C, christian, family",seong_hyeon426,426300,2639,37900,4405
1,8,sonido original - Mauro Rossiello🪬,asmr,maurorossiello,21000,627,1835,516
1,9,original sound - Arrionja💕,fyp,brooklynqueen3,82300,394,6628,185
1,10,nhạc nền - CuRe,"funny, fyp, cute, prank, couple",fan.cure,39800,209,6644,463
1,11,original sound - Ballislife Womens Basketball,"travel, constroversy, closecalls",ballislifewbb,43600,728,1744,475
2,0,Tá OK - DENNIS & MC Kevin o Chris,"@sinetmatteo, diamantblazi, seckoff, basketballplayer, floridabasketball, florida, usa, usabasketball, dunk, explore, explorepage",diamantblazi,545500,2533,43300,2636
2,1,Yeah! (feat. Lil Jon & Ludacris) - Usher,"tall, usher, superbowl",thattallfamily,4580,53,362,17
2,2,So What - P!NK,"fyp%E3%82%B7, fypage, tiktok, viral, viralvideos, trendingtiktok, tiktokuk, beyourself, choosehappiness, spreadlove, foryoupage, disabilitytiktok, trendingsound, disability, dancechallenge, tiktokdancechallenge, fyp%E3%82%B7%E3%82%9Aviral",be_yourself_dylan,5002,283,692,916
2,3,original sound - Diva 🥰,,abuelasuave,241700,1052,34300,2399
2,4,original sound - BaddiesContent‼️,"chriseanrock, chrisean, chriseanrockbabyy, crazyinlove, crazyinlovebluechrisean, bluefaceandchrisean, chriseanandblueface, blueface, chriseanrelatable, relatable, quotezs, school, troubleatschool, baddieseast, smileybaddieseast, teacher",baddiescontentt,569400,2044,62700,5551
2,5,GLORY by Billi Royce sped up - Billi Royce,"blackboxai, stayahead, fyp, school, finals, funny, meme, viral, softwareengineer, csmajor, auditorium, professor, university, class",codewithclaude,59800,167,6259,288
2,6,Ocean Eyes speed up - 🚬,"sama28, rizz, rizzgod, rizzler, tiktoker, viral, tiktoknews, viralvideo, fyp%E3%82%B7%E3%82%9Aviral, viraltiktok",i_got_the_rizzh,5706,21,268,13
2,7,original sound - Kira Kosarin,"thundermansreturn, @nickelodeon, @paramountplus",kirakosarin,2400000,8884,221400,11400
2,8,PHONK BRASILEIRO FRESCO - DJ MOIGUS & DJ FKU,"basketballmemes, nbamemes, hoopers, hsbasketball",houseofhighlights,941000,47400,83500,16100
2,9,original sound - Camilla Araujo,@jackdoherty,itscamillaara,13600,36,1194,9
2,10,FUNKED UP by XXANTERIA and ISQ UNRELEASED - ku,"nobarakugisaki, kugisakinobara, jujutsukaisencosplay, jjkfortnite, boogiedown",kora.aura,667600,5258,101800,6981
2,11,Agora é Tudo Meu - DENNIS & MC KEVINHO,"fyp%E3%82%B7, xyzbca, parati, brazil",idk_caami,812000,1442,86800,5765
2,12,original sound - Best GoldPranks T.v✪,"prank, golddigger, car, lamborghini, supercar",king_prankt.v,8618,153,535,84
2,13,original sound - StinkyAsher,,lexibrookerivera,1200000,2404,62300,5892
2,14,fukumean (chopped 'n screwed) - Gunna,"@jollygeneral8704, christmas, christmasgift, fyp, viralvideo, hotwheels, hotwheelscollections",theshow.box,7896,87,349,29
2,15,original sound - Chains Fr,"chainsfr, chainsfrclips, chainsfryoutube, chainsfrclip",chainnsfr,94100,175,7805,229
2,16,original sound - Camerin kindle,"foryou, fyp, couplegoals, pregnant, couple, baby, love, @brynleekindle",itscamerinkindle,567700,850,17000,3393
2,17,So Low - Shiloh Dynasty & LofiCentral,,andrew.davila,167300,645,8655,320
2,18,original sound - Anthonumeh,"protective, indeed, anthonumeh",anthonumeh,215600,2203,9256,2696
2,19,original sound - CHIVERA,"relatable, africanparents, viral, funny, viral, fyp",chiveraofficial,736400,18000,32700,19100
2,20,original sound - Lala,"foryou, fyp, school, mom, grwm, outfit",lala_sadii,195200,990,12900,117
2,21,GoodGooglyMooglyyy - Undergroundmusiclover,,midnightmeem,1100000,2437,54200,9095
2,22,original sound - La Tina Rusin,"escalator, behindthescenes, latinarusin, @kcone_habibi",latina_rusin_,43600,117,2613,595
2,23,original sound - AGuyandAGolden,"dog, goldenretriever, dogsoftiktok, valentinesday",aguyandagolden,763800,4474,43800,18900
2,24,PHONK BRASILEIRO FRESCO - DJ MOIGUS & DJ FKU,"costco, costcosamples, samples, fyp, viral, fyp%E3%82%B7, trending",costcobeast,79200,86,2658,55
2,25,original sound - EU Drip,"fyp, tiktok, relatable",eudrip,57200,2599,9805,410
2,26,Rave no Escurinho Bota a Mão na Parede - Davizin & MC TOPRE,,di1araa.s,271500,700,20800,1052
3,0,Beautiful Life - Vin Music,"fyp, foryou",virxmovie,2000000,2805,147000,3905
3,1,Main Theme Lofi - Rifti Beats,"manplusriver, scubadiving, metaldetecting, @apple",manplusriver.real,1200000,1600,88800,1289
