batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - The Relationship Hub,"lenaxmaury, fyp%E3%82%B7",selenaaryanaa,290400,427,18900,1670
1,1,original sound - YahneOfficialASMRBarbie,"facecard, asmrbarbie, asmr, asmrglue",yahneofficial,2700000,6190,137700,14400
1,2,original sound - ★ seplix,,brookemonk_,1000000,2478,52700,1343
1,3,Beautiful Things - Benson Boone,,gianni_vigilante,83400,329,4121,2190
1,4,original sound - lil_miss_sweetp,"cosplay, mulan, disneyprincess",lil_miss_sweetp,1300000,2972,91000,31300
1,5,som original - Raphaela Diniz,"vaiprofycaramba, viral, fyp%E3%82%B7",raphaela_diniz,370900,2632,20400,773
1,6,original sound - kpopvrycs,,venicewong4u,27400,240,2797,125
1,7,ROCKIN’ AROUND THE CHRISTMAS TREE - BRENDA LEE,"comfykicks, sneakerhead, slippers, sneakers, sneakertok, fyp, viralvideo, sneakerslipper, giftideas",comfykicks.com,384400,12600,54000,54000
1,8,original sound - MariClareMacLamroc,"@chickfila, @doordash, fyp, relationship, fy, baby, teenmom, mom, mommy, 15andpregnant, trending, dinner, dinnerideas, dinnerwithme, dinnerrecipe, dinnertime, food, doordash",_mariclaremaclamroc_,118600,402,5213,135
1,9,Lisztomania - Phoenix,1nito_,1nito_,76500,1206,6346,375
1,10,original sound - mikeymarrero,"fyp, foryou, couple, toxicrelationship",mikeymarrero,53900,131,4404,309
1,11,original sound - songs.7483,"transitionbts, transitiontutorial, transition",luseeyalu,471000,1225,42800,341
2,0,Love You So - The King Khan & BBQ Show,,tebomade2,1400000,6183,61600,2559
2,1,original sound - KEEMOKAZI,,keemokazi,389500,1661,28400,906
2,2,original sound - Sara Hesri,"funnyvideos, snowball, comedy, relatable, relationship, couplegoals, arabtiktok, foryou, fyp",sarahesri,480400,1711,29100,9042
2,3,original sound - haileena,"mom, dad, genetics, twins, twinmom, momcontent, curlyhairtutorial",cierrahneal,136300,595,5219,622
2,4,som original - Romim,"receita, humor, fofoca, rj",romim_sh,439600,6151,45400,2083
2,5,original sound - Elise Ecklund,,eliseecklundx,81400,1638,12700,589
2,6,Hahahaha again - Kelsey🪖💐,"sneakercloset, femalesneakerhead, sneakersaddict",sherlinanym,51100,250,2680,525
2,7,original sound - preppy granny 🌴🛍️👵🏻🌸,"fyp, foryoupage, @glowrecipe, @benefituk, @byoma",x.preppy_granny.x,825500,11100,59300,9880
2,8,Márcio Beat Water remix - Márcio Beats,"@melanoo.fr, foryoupage",natiuv2,217500,713,18800,2411
2,9,Despicable Me Whistle Theme By TheBoisBeVibin V2 - :),,haleyybaylee,452100,1658,24100,862
2,10,IT GIRL x HOLLABACK GIRL by ALTÉGO - ALTÉGO,,brookeashleyhall,118800,156,3530,89
2,11,Thats my girl - shilohandbros.x,"@shilohandbros, joshlyn, cute, joshia, shiloh, elijah, capcut, shilohandbros, viral, dontmutemysound, fypviral, sabfan, sab, dontletthisflop, fyp, bros",shilohandbros.x,37600,356,7459,499
2,12,original sound - Eric Winter,"husband, happywifehappylife, puertorican, latinas, latino, weremarried, love, fyp",ericwinter76,1700000,5657,79200,19700
2,13,original sound - roxy,"dewymakeup, redhead, collegegrwm, acneproneskinmakeup, koreanskincare",skulllhrts,228100,939,18300,357
2,14,So What - P!NK,"fyp%E3%82%B7, fypage, tiktok, viral, viralvideos, trendingtiktok, tiktokuk, beyourself, choosehappiness, spreadlove, foryoupage, disabilitytiktok, trendingsound, disability, dancechallenge, tiktokdancechallenge, fyp%E3%82%B7%E3%82%9Aviral",be_yourself_dylan,4986,281,690,914
2,15,Funny - Gold-Tiger,"viral, foryou, fyp, freefire, ffceu, haza3_ff",haza3_ff,524700,5859,51800,5629
2,16,Last Hope (Slowed + Reverb) - Steve Ralph,"reflexionesdevida, vadube, reflexiones, vadubenetwork, gabrielagonz%C3%A1lez, ni%C3%B1a, casting, nueva, mam%C3%A1",rosaliareflexiones,99100,624,15500,381
2,17,original sound - {⭐️}nehir,"fairydestine, fyp, viral, makemefamous, foryoupage, blowup, dontskip, karmaisreal, xyzcba",fairydestine,56100,9993,16600,3397
2,18,original sound - Tyrell 💕,,thatcurlycanadian,51500,396,3137,51
2,19,Yall under this sound are so fine bro - 🪡,"theekioki, nails, nailtech",theekioki,168900,717,6046,247
2,20,what was I made for? - Instrumental - Wheeler,poem,lala_sadii,211700,3345,29700,921
2,21,original sound - charisma,"hehe, blackdad",charismaticblackgal,405100,1484,24100,8134
2,22,original sound - cailinaomi,"sisterlove, siblings, sistersister, family, girls, sisters, babygirl, babytiktok, kidsoftiktok, familythings",the_parkerlab_family,185600,683,4790,3926
2,23,Praise Jah In The Moonlight - YG Marley,"foryou, fyp",hundredlaughs,239000,1560,14800,914
2,24,Dance The Night (From Barbie The Album) - Dua Lipa,"fyp, trending, girldadtiktok",taytayfrey,188200,414,5981,673
2,25,sonido original - halo,"diamantblazi, seckoff, bball, basketball, trio, challenge, trend, viral, usa, florida, floridabasketball, usabasketball, foryou",diamantblazi,483900,2590,30900,1984
2,26,original sound - Peja & Kristen (mom),,pejaandmom,51400,435,8427,196
3,0,wait for u - *,,theerealnettee,24600,301,3075,47
3,1,original sound - Jay and Nia,"@iamjust_nia, couple, fyp, foryou, couples",jayandnia,259399,1399,10400,2001
3,2,Wop × Untouchable - ARNEL REMIX,,iyakhyar0v,205700,2116,14400,851
3,3,Márcio Beat Water remix - Márcio Beats,,yasminedansetk,939000,1502,100000,4271
3,4,original sound - May Gilao,"Trend, Qatar, Doha, @talabat, Talabat, @qatarliving, @visitqatar",mayg_fam,48900,0,2744,1325
3,5,original sound - Chris and jasmin,"iphone, giveaway, longervideos, fyp, viral, trending",chrisandjasmin,15500,107,1156,142
3,6,original sound - Amyah💕,"fyp, tiktok, familyflawsandall, tiktokchallenge, rewindablemoments, blowthisup, amyah_bennett, aj, viral, viraltiktok, fypage, trend, notamyahh%F0%9F%92%95",amyahh_bennett,110100,497,18900,367
3,7,original sound - Xxv,"foryoupage, foryoupage, fyp, fyp%E3%82%B7, foryou, love, trend, trending, velocity, fypage, fy, 4u, xybca, zyxcba, edit, seraph, seraphsworld, meloandseraph%F0%9F%92%98, dontfallinlovewithme, melo, wto, kinigradeon, kinigradeonedits, meloandseraph, ontopmelo",xxvlwlw,136500,493,18900,709
3,8,original sound - Familia Hinojosa,"grwm, fyp, tiktok, skincare, mommyandme, family, familiahinojosa, familia, beforeschoolroutine, school, schoolfits",adri_hinojosaa,79100,369,5975,148
