batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - ItsAndrewz🥴,,itsandrewz,626700,5503,81300,12800
1,1,original sound - izzy,"colbybrock, colbybrockedit, fyp, viralvideo, blowup, xyz, xplrizz",xplrizz,259200,5400,85300,5676
1,2,original sound - ABKYS,,aubreykeeyyysss,30400,1342,1129,120
1,3,Mek It Bunx Up - Deewunn & Marcy Chin,,leaelui,1600000,8141,103800,6148
1,4,The Months of the Year - The Kiboomers,,xoteam,18100,73,877,19
1,5,sonido original - Bad Gyal,,alba.nunell,2900000,5055,295500,20100
1,6,original sound - 🎀Piper Rockelle🎀,,piperrockelle,225600,3180,12200,344
1,7,Dream Space - Sped Up - DVRST,"prettyupapp, fakebodyy%E2%9A%A0%EF%B8%8F, fakebodytiktok, fyp",regicu_,349100,342,30300,1160
1,8,Ick - Alt Ending - Lay Bankz,"hegavemetheew, makeuplover, trendingsound",krissleos,96900,1104,9840,657
2,0,"Automotivo XM, Taka Taka Taka Tá - Dj Brunin XM & Mc Lullu & Mc Erikah & Kinechan",,meeynara,802900,6528,114300,7752
2,1,som original - zzq,chango,jessie.shen,827400,3776,35400,1513
2,2,original sound - Jay,"diamantblazi, seckoff, bball, basketball, fyp, dance, gamewin, gameday, viral, foryou, trend, floridabasketball, florida, usa, usabasketball, trio, dunk",diamantblazi,188200,841,12800,1147
2,3,オリジナル楽曲 - 🐷きょっちゃん🐽 - きょっちゃん,"outfit, mistraumasmischistes, yo, y2k, coquette, trend, baile, humor, fyp",splendamente,13300,495,722,46
2,4,Truth or Dare - Tyla,"@tyla_, truthordarechallenge",kmassey27,16,1,1,0
2,5,Made for Promise - JAYBeatz,,rkempiiree,114400,692,9489,717
2,6,smoke it off - cup1d,"fyp, pourtoi",cyber.ghetto,10200,208,1324,151
2,7,original sound - Sped up songs 🫶,,no72filter,2600000,6052,158700,2150
2,8,original sound - 𝐚𝐛𝐝𝐮𝐥★,"fyp, viral, relatable, foryoupage",miixednaii,46500,209,4274,139
2,9,original sound - alexbreakshisback,"backcrack, stallbars, stretch, flexibility, calisthenics101",lamainethetrain,135300,650,10600,3373
2,10,original sound - NotSchizophrenic - 3arl.Alqu3y,"fivenightsatfreddy, fnaf, fnafsecuritybreach, fnafruin, fnafhelpwanted, fnafhelpwanted2, roxannewolf, roxyfnaf, roxannewolfmarrymepls, mommyroxannewolf, roxannewolfsimp, foryourpage, fyp, goviral, real, meme",theescaperyt,239700,1002,45000,5128
2,11,original sound - Kriss&Esme,"grwmdate, grwmroutine, daughterdoesmymakeup, makeuptutorial, makeuproutine",krissleos,220100,632,15600,199
2,12,original sound - Moviefather0,"fyp, foryou, tvshow",movie0o778,394900,607,34800,680
2,13,g6 instrumental - mo,,thatdollmo,741700,3880,74200,10100
2,14,original sound - The Relationship Hub,@marietpk7gk,pierson,669200,5660,51600,2835
2,15,original sound - Danni 🇵🇸,"fyp%E3%82%B7, foryoupage, edit, editor, foryou, ae, slendermami%F0%9F%98%8D, roblox, robloxeditor, trendy, robloxfyp%E3%82%B7, animator, robloxanimation, relateable, relate",eyesondannii,122900,3869,27000,1759
2,16,original sound - Cey&Jai❤️,,itsceyandjai,335000,1232,22400,3115
2,17,original sound - 🎀Zoelovespiper🎀,"@piperrockelle, piperrockelle, piper, fyp",zoelovespiper,18200,62,1348,2
2,18,The boy is mine - ★,@_seraphsworld_,c4pr1i,486000,1894,43300,642
2,19,orijinal ses - caner,,nicollefigueroaa,984700,1124,18900,564
2,20,original sound - braydin,"fyp%E3%82%B7, @thebackendkid0, longliveoursister",pieeturk,18600,0,1941,52
2,21,original sound - kartriteresort,"indoorwaterpark, kartritedoneright, kartriteresort, monticello, newyork, waterpark",kartriteresort,96600,253,5626,124
2,22,KE X ORI LIVE FREESTYLE - KickinItWithKeetie,,kamletio,240100,1730,34300,2976
2,23,original sound - Dr. Remix,"chiropractic, chiropractor, satisfying, asmr, foryou, fyp, catsoftiktok, catlover, cattok",dr.remix,5900000,22700,369400,106500
2,24,lucid dreams YKARE cover - ykare,"juicewrld, luciddreams, fyp%E3%82%B7%E3%82%9Aviral",whyk4re,3900000,18700,361800,74400
2,25,"Down, Up! - BabyTron",kaneandprymr,kaneandprymrr,76500,155,4616,129
3,0,оригинальный звук - ㅤㅤㅤㅤㅤㅤㅤ,"@showtimebaba, @yohan_lbt, diamantblazi, seckoff, fyp, foryou, dunk, bball, basketball, trio, challenge, viral, trend, florida, usa, floridabasketball, usabasketball",diamantblazi,2000000,9575,147600,8882
3,1,original sound - Caleb Finn,,lelasohna,77300,278,15300,402
3,2,Kingston by Faye Webster - kolikelii,"fyp, viral",chuchiiivibin,158400,858,9844,112
3,3,original sound - Sophie Fergi,,soph1efergi,390800,507,14800,209
3,4,SkeeYee - Sexyy Red,"fyp, foru",aisharennie_,1800000,2787,68500,7704
3,5,The Pink Panther - Main Theme - Geek Music,,_lortinkyy,659600,2463,63200,5518
3,6,Let Go - Ark Patrol,,annaschottin,2100000,5876,268600,26300
3,7,original sound - EX7STENCE™,,anokhinalz,193300,3202,10600,312
3,8,"Pure Imagination (from ""Wonka"") - Timothée Chalamet",,dobretwins,324900,5453,27700,722
3,9,original sound - Deesh🌹,"@xxladysithxx, foryoupage, foryou",baddiegyals_,57600,134,2399,181
3,10,original sound - Brooke 👩🏼‍🎤,"@ayetaetae_, @sgc_von",nadeshaig,70700,348,6379,200
3,11,La Culebritica - Grupo 5,"bloopers, fyp%E3%82%B7",backupfordezera,1300000,7837,121100,3709
3,12,original sound - Kriss&Esme,"@daus_mendoza, greenscreen, dausmendoza, makeuproutine, makeuproutinechallenge, makeuptrend",krissleos,224900,520,17600,175
3,13,original sound - Raihann,,sylviaquezada619,5900000,33600,601300,114500
3,14,original sound - TessaBella Herrera,capcut,tessabella.herrer,2,0,0,0
3,15,original sound - Sophia Greeb,"praise, worship, jesuschrist, guitar, goodnessofgod, goodness, of, god, cover, song, singing, sing, love",sophiaxpops,3,0,0,0
3,16,That's My Best Friend - Tokyo Vanity,@iammarcohall,brookeashleyhall,165100,1003,10900,293
3,17,SHE GOT A LIL BELLAY - 6lloccka,,lizx.macedo,1200000,6190,54100,8952
3,18,original sound - user73102169903,,martassuw,31400,3113,1472,330
3,19,Alvin. Follow jaggerthejag - jaggerthejag,"@davidjohnson2198, foryoupage%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F, fyp%E3%82%B7, veterinarian",that.fam0us.j0j0,199500,1420,27600,991
3,20,original sound - Blondemilkman,kaneandprymrr,kaneandprymrr,27200,244,3555,131
4,0,Vibez - Niqo Nuevo,,b.e.n_rl,22600,1026,2662,736
4,1,original sound - 🎶🎧,,xoleeg.xoleeg,2600000,31700,346700,57700
4,2,original sound - alexbreakshisback,"backcrack, gym, stretch, gymhumor, stallbars, fyp",lamainethetrain,563500,5018,57600,18500
4,3,original sound - nadd🩹,"@melanie.p6, foryoupage%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F, fyp%E3%82%B7",that.fam0us.j0j0,67200,830,7551,189
4,4,original sound - Hannah Stocking,@anwar,hannahstocking,139400,829,13600,1634
4,5,original sound - ﹒୨ ASTRYN HIGH,"fyp, astrynhigh, astrynhighschool, berryavenue, roleplay",astrynhighh,19600,1014,3440,164
4,6,original sound - VickyKody,,liiana080,385900,2174,51200,2728
4,7,original sound - Your girl,,bffrrrr123,4,0,1,0
4,8,original sound - myah,"mexico, mexicancandy, fyp, fup%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral, makethisgoviral, candy, candytok, fyp%E3%83%84",living.like.aileen,1100000,0,60800,3726
4,9,original sound - Blondemilkman,"fyp, askkj, xyzbca",a.s.k_kj,215700,808,20100,611
4,10,Rave no Escurinho Bota a Mão na Parede - Davizin & MC TOPRE,,gemelasabello2,673900,2932,27500,1766
4,11,"Automotivo XM, Taka Taka Taka Tá - Dj Brunin XM & Mc Lullu & Mc Erikah & Kinechan",@09.02.600,di1araa.s,363000,1804,34800,2090
4,12,original sound - Tianna Robillard,"cincy, cincinnati, whodey, cincinnatibengals, bengals, nfl, bengalsvssteelers2023",tiannarobillard,10200000,10800,554000,23600
4,13,original sound - deluxx.z,"ootw, ootd",leanortizz,441800,960,33400,592
4,14,original sound - Batsy🦇🕴🏽,"fyp, viraltiktok, voiceovers, frozen, frozenvoiceover, batmandontgaf",batmandontgaf,118600,1200,24600,3618
4,15,original sound - Cj So Cool,"fyp, fy",therealcjsocool29,932500,10400,76600,14400
4,16,Ty for using my sound - 🖤. i post edit & videos,"fyp, 05",daniela_estefaniaa,85900,2848,7140,81
4,17,The Months of the Year - 2014 Version - The Kiboomers,,xoteam,45100,247,2538,74
4,18,original sound - 🎀Zoelovespiper🎀,"@piperrockelle, @lovealwayspiper, piperrockelle, piper, fyp, newsquadmember, ziper",zoelovespiper,6452,44,780,8
4,19,Márcio Beat Water remix - Márcio Beats,"@neiro_6221, @ayane_neiro, foryoupage",natiuv2,778700,2064,104200,11900
4,20,original sound - Lukenizzy,"fyp%E3%82%B7, couplestiktok, couples, funny, fyp%E3%82%B7%E3%82%9Aviral, lukenizzy",lukenizzy,708900,3060,62600,5133
4,21,orijinal ses - caner,,augustogimenez,978500,1283,21100,917
