batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - deluxx.z,"ootd, outfitinspo, fashion, fitcheck, ootw",leanortizz,687300,1772,67200,1944
1,1,original sound - fr0sty_rick,"fyp%E3%82%B7, relatable, trending, aylecia, blowthisup, viral, qtips",leci.bby,280800,629,15600,166
1,2,original sound - Jona,"arab, arabtiktok, arabchristian, muslim, christian",itsjoners,121400,2620,14300,998
1,3,original sound - The Relationship Hub,,michelle.and.andy,269300,731,18400,4472
1,4,original sound - Tom Powell,"couple, couplegoals, dating, lgbt, bi, gay, relationships",tompowelll,110500,313,8540,777
1,5,Savage - Megan Thee Stallion,"gymnastics, backflip",naladaddyy,12900,110,1782,35
1,6,original sound - That’s So Drea,"@dance_moms.editer122, asmr, asmrsounds, elmersglue",thatssoodrea,917600,17800,115200,6488
1,7,original sound - ✪ SANTANA ✪,"fyp, foryou, fyp%E3%82%B7, tgcsantana",santanatgc,266500,4480,50300,4017
1,8,original sound - Barstool Sports,@patbevpod,barstoolsports,4000000,10400,326400,43600
1,9,original sound - it’s your fav familyguy clips,,esmee.lz,425300,2174,19600,11200
1,10,She Likes a Boy - Nxdia,"beautytok, fyp, pourtoi, senario, fyp%F0%9F%96%A4, fyp%E3%82%B7%E3%82%9Aviral, ecole, cours, amie, ami, friend, heartstopper, lgbt",lookemm,319900,3188,47300,2785
2,0,original sound - perimetriirrethit,"fyp%E3%82%B7, fyp, foryou, foryoupage, goviral, goviralvideo, funny, getmefamous, relatable, school",sophie_mariaaaa,70600,1793,13100,1359
2,1,original sound - Jaden,,jadenrabago,71900,131,5805,103
2,2,original sound - spo6kzie,"fyp, princessamelia, nevada",abbysaltzmaniscute,132900,1818,24100,359
2,3,original sound - Hayden jang,"pov, fyp, foryou, foryoupage",jangyhayden,389400,2465,36500,3178
2,4,original sound - Raihann,,sylviaquezada619,5900000,33600,601300,114500
2,5,original sound - Michelle & Bryan Off-Air,"engaged, proposal, couplegoals, couplecomedy, love, enagedtrend, marriedtrend, dating, weddingtok, 2024wedding, bridetok, tvanchor, newsanchor",michelleandbryan_tv,133100,75,3708,91
2,6,apple pay w brittany laugh - requiem for a meme,,gemelasabello2,212700,527,6053,481
2,7,original sound - Jeff Pfeiffer,"greenscreen, pov, school, nostalgia, fyp%E3%82%B7",jeffpfeiff,36700,210,3906,93
2,8,original sound - Blondemilkman,kaneandprymrr,kaneandprymrr,27200,244,3555,131
2,9,New Home - Frozen Silence,"fyp, elementaryschool, kid, 08, dentist, satire, relatable",i.think.im.emo,78000,622,11200,184
2,10,original sound - That’s So Drea,"unboxing, asmr",thatssoodrea,1300000,15000,142300,3922
2,11,original sound - Sway,,_milkt3aa,1200000,1425,66300,2797
2,12,original sound - Nicole Bloomgarden,,nicolebloomgarden,157700,727,8497,2504
2,13,Una Foto Remix - Emilia,"@sarita_23431, fyp, parati, soymaaleja",soymaaleja,90400,2838,3361,97
2,14,Ice On My Baby (feat. Kevin Gates) (Remix) - Yung Bleu,,riiofficiiall,201200,388,18200,425
2,15,original sound - ✨ 𝓜𝓸𝓼𝓽𝓪𝓯𝓪 |مہصہطہفہى ✨,,by.imanx,281200,2710,8126,1085
2,16,original sound - TheMotivatFamily,themotivatfamily,queenmotivat,319400,1934,22000,3836
2,17,Cintureo - Remix - jey one & Yoan Retro,"xyzbca, %F0%9F%87%A9%F0%9F%87%B4, parati, fyp%E3%82%B7",xx_cqv,851600,11500,92800,74200
2,18,redrum - 21 Savage,"studentproblems, fyp, studentrelatable, examstress, technology, csmajor, webdesign, webdeveloper",codewithclaude,52000,95,5914,126
2,19,Coda (Instrumental) - BLVKSHP,,itstopshelf,264200,2931,56600,14500
2,20,g6 instrumental - mo,,thatdollmo,741700,3880,74200,10100
2,21,Kingston by Faye Webster - kolikelii,,skyyjade,40300,1958,3238,50
2,22,original sound - Brent Rivera,,brentrivera,120200,727,7002,634
2,23,original sound - ElPapiWill,"explorepage, hispanic, viral",yaboyywill,411100,2339,48400,3375
2,24,K. - Cigarettes After Sex,,iamwillius2.0,876600,6884,138700,13400
2,25,original sound - LoveSoft,"fyp, foryoupage, alt, alternative, altgirl, alttok, alttiktok, viral, metaltok, emotok, makeup",.miamanson,70400,185,2292,453
2,26,original sound - sweetnsour,,sweetnsour.official,296400,2413,29400,1296
2,27,original sound - Gabi,"munilong, madeforme, acoustic, cover, independentartist",gabisklar,77100,1269,9586,725
3,0,original sound - Freddy Collector,"remotecontrolcar, rccars, remotecontrol, fms, fmsmodel, toyotahilux, rcoffroad, rccar, radiocontrol, rcoffroad4x4",freddytoys,901300,2680,73900,16800
3,1,original sound - Becca Bastos,"cardealership, car, salesman, sales, comedy, relatable, women, viral, fyp, pov, povs, carsalesman, sale",actressbecc,2200000,8652,117400,139400
3,2,original sound - Kadisha🕷️,"fyp, kattwilliams, christucker, jeffreyepstein",kadishalynnnn,200000,2437,20200,8212
3,3,original sound - Attorney Pish,"lawyer, law, facts, tips, learn",attorneypish,230400,14600,9601,3793
3,4,original sound - MotivationMindset,"quotes, motivation, fyp, inspiration, love, hardhittingquotes, quoteoftheday, ",mmotivationmindset,751700,2936,130100,30400
3,5,Salsa Party 1 - Intermede Music,"vegas, lasvevas",immarcomurillo,742100,8787,40600,51600
3,6,original sound - hiphop,"theweeknd, fyp, raptok, concert, popmusic, viralvideo",hiphop,462300,4738,38700,2026
3,7,original sound - TizzyEnt,,tizzyent,192000,11200,6389,15800
3,8,Dance You Outta My Head - Cat Janice,"@sephora, blackface, notok, parentingfailure, greenscreenvideo, greenscreen",soogia1,588500,11200,33400,6223
3,9,XDDCC - Gooseworx & Evan Alderete,"bluey, blueytok, blueyheeler, blueyfanart, blueyclips, blueyanimation, animation, shorts, cute, procreate, cartoon, artistsoftiktok, art, shortclips, original, procreateanimation, procreatedreams, blueychilli, blueymom, blueymoments",artsdoodle,1800000,6270,268700,28500
3,10,original sound - Justin Bucki,"testosterone, anabolics, winstrol, anavar, anadrol, superdrol, cyclereview, testosteronelevels, waterretention, gains, trt, testosteronetop",justin.bucki,118300,2629,9262,8829
3,11,original sound - Caitlin Emiko,"iwastodayyearsold, airpodhack, airpods",caitlin.emiko,745700,2967,141000,38400
3,12,sonido original - yoamotijuana,@rousstj,yoamotijuana,136300,1514,24000,31500
