batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Big Ole Facts - Jose Guapo,benetnicole,_b.enet,376700,1287,36200,1216
1,1,original sound - Syinite,"fortnite, fortnitebr, fortniteclips, gaming, fortnitefunny, fortnitememes",syinite,382900,2168,110200,6943
1,2,Asn - thsituan._.,,ccabots,203100,4713,124800,3821
1,3,original sound - FemaleRap,"fyp%E3%82%B7, viralvideo, blowthisup, zyxcba, makeuplook, sister, stunnagirl",user12k62,314800,4430,33500,2313
1,4,original sound - Cool Grandpa👴🏼,"grandpa, joke, fypisbroken, comedy, jokes, relatable, fyp%E3%82%B7%E3%82%9Aviral, funny, school, nap",theverycoolgrandpa,4400000,36000,480100,66300
1,5,original sound - TrainPal,"dogsoftiktok, fyp",nadaliaaaa,7900000,17900,343500,75700
1,6,original sound - dances.4uu.to.learn,"fyp, viral",chaci.rae,172,2,1,0
1,7,original sound - slspalace,"candaceowens, candacereacts, lilrt, children, rapping",sealspalace,146300,12100,32900,1651
1,8,original sound - OFF™,"secreto, hermano, glowupchallenge, edits, paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiii, viral",edits.de.mi.hermano_,190100,3248,19800,611
2,0,original sound - John Buckley,"watchtok, business, rolex, luxury, entrepreneur",tuscanyrose,14700,130,335,115
2,1,original sound - timeflowinglikeariver,"nostalgia, latenightwithdavidletterman, melgibson, 1988",timeflowinglikeariver,5543,278,517,137
2,2,original sound - Crime BMW..85,"breakingnews, crime, cops, prison, fpy, foryou, prisontiktok, usa%F0%9F%87%BA%F0%9F%87%B8, crimedocumentaries, news, newsusa",user3726712949157,17100,167,470,23
2,3,original sound - icellphones,phoneflipping,icellphonez,46300,824,2666,389
2,4,original sound - Lady Luck HQ,"fyp, lasvegas, vegas",ladyluckhq2,2700,28,40,14
2,5,Get Dangerous! - Instrumental Version - Frank Bentley & Anthony Mareo,wings,woodfireandwhiskey,172600,812,14000,7347
2,6,original sound - Kenley Windle,"airpods, airpodspro, airpodscase, gasstation, lookalike, earphones, headphones, appleproducts, beatsbydre, beatsheadphones",win_dle,497000,1488,16200,776
