batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,original sound - David Lawson,,dobretwins,261700,4309,31400,4425
1,1,original sound - ABKYS,,aubreykeeyyysss,30400,1340,1129,120
1,2,original sound - ItsAndrewz🥴,,itsandrewz,627100,5588,81400,12800
1,3,AIN'T GONNA ANSWER - NLE Choppa & Lil Wayne,,kingminion_8,4600000,17100,296600,20400
1,4,nhạc nền - Survival Channel,"halleyquinn, granny, huggywuggy, troll, scarytiktoks, scaryteacher, scayteacher3d, scaryteachergame, niece, nick, tani, hero, funny, funnyvideos, parati, paratii, fyb, fyb%E3%82%B7, vairl, vairal, coffindance, squid, squidgamenetflix, squidgame, trending, trend, fyp, fyp%E3%82%B7, fyp%E3%82%B7%E3%82%9Aviral, fypdongggggggg, vairalvideo, bravo, brave, cartoon, animation, animations, squidgame, squidgamenetflix, superman, usa, usa%F0%9F%87%BA%F0%9F%87%B8, usatiktok, us",survivalnature_channel,644400,11900,101200,251300
1,5,Linea Del Perreo - Uzielito Mix & Yeri Mua & El Jordan 23,"fyppppppppppppppppppppppp, paraguay, greenscreen, zyxcba, yerimua, zyxcba, %E2%9A%A0%EF%B8%8Ffakesituation%E2%9A%A0%EF%B8%8F, escola, funny, %E2%9A%A0%EF%B8%8F%E2%9A%A0%EF%B8%8F%E2%9A%A0%EF%B8%8F, yerimuafans, @yerimuaa",paulag0,68900,174,9866,492
1,6,MR. TAKE YA B*TCH (FEAT. CHRISEANROCK) - Lil Mabu & CHRISEAN ROCK,@imanthonyvargas,fabioguerrrraa,294900,5666,14500,1260
1,7,som original - netobaetas,,netobaetas,617000,2416,31200,3025
1,8,nhạc nền - Celeste,"fyp, fyp%E3%82%B7, catsoftiktok, cats, cat",celeste._666,7700000,78100,519299,196500
1,9,Astronaut In The Ocean - Masked Wolf,,aubkeys,190300,12300,7518,3009
1,10,original sound - Nick Nayersina,"nicknayersina, nayersina",nayersinashorts,100500,107,6560,97
1,11,UN VOLAO LOMIIEL - WindelElDelSaoco🕺🏼,"teamsaoco%F0%9F%92%83%F0%9F%95%BA, parati, trevisodembow, %F0%9F%87%AE%F0%9F%87%B9, %F0%9F%87%A9%F0%9F%87%B4, %F0%9F%87%A9%F0%9F%87%B4%F0%9F%87%A9%F0%9F%87%B4%F0%9F%87%A9%F0%9F%87%B4, 2024, 2024trend, dembow, dembowdominicano, republicadominicana, %E5%AD%90, parati, cintureo, cuacua, tuwituwi, 50k, saoco, ita, trend2024, 2024, virale, xte, viral, tiktok, perte, dance, tiktokdance, dancing, poutoi, trend2023, trend, dancechallenge, dancingvideos, pourtoi, fyp, fyp, virale, neiperte, andiamoneiperte, andiamovirali, xyzbca, xyzabc, xycba",999sereswrld,3334,95,186,16
2,0,orijinal ses - caner,"fyp, trending, viral, couple, relatable",kokoandsymba,634100,2496,26300,8475
2,1,sonido original - Bubu🐻🕺🏻❤️,"@wegopanda_com, team_0880%F0%9F%A7%BF, parati, %F0%9F%87%A9%F0%9F%87%B4, %F0%9F%87%A9%F0%9F%87%B4%F0%9F%87%A9%F0%9F%87%B4%F0%9F%87%A9%F0%9F%87%B4, dembow, dembowdominicano, 2024, 2024trend, ita, %F0%9F%87%AE%F0%9F%87%B9, republicadominicana, %E5%AD%90, parati, cintureo, saoco, sp5der, trend2024, 2024, virale, xte, viral, tiktok, perte, dance, tiktokdance, dancing, poutoi, trend2023, trend, dancechallenge, dancingvideos, pourtoi, fyp, fyp, virale, neiperte, andiamoneiperte, andiamovirali, xyzbca, xyzabc, xycba",999sereswrld,72400,825,5696,268
2,2,paparazzi - Spedupluvr,"fyp, viral, fyp, foryoupage",_sheloveace,1100000,8702,135300,13300
2,3,original sound - The Relationship Hub,fyp,yanni_monettt,64700,0,5266,581
2,4,original sound - Colin McIntyre,"fyp, gym",colinmcintyre,2100000,5098,165400,6215
2,5,original sound - Barstool Sports,@loweringthebar,barstoolsports,456600,3175,33900,8481
2,6,original sound - jody💐🎀,@crybacki,_jordynmullings_3,743200,3397,98900,6110
2,7,sonido original - 11.11pm_og,viral,user415387491623,26700,28,1839,128
2,8,original sound - spo6kzie,"jujuwa, softball, softballlife, god, puertoricans, lovegod, brother, hedidntlikeit",dtn.jayliz,330500,1457,30900,1449
2,9,sonido original - Kimberly Loaiza,,kimberly.loaiza,1900000,6021,97200,2841
2,10,som original - Elerrander,"cirilaemariojoaquino, mariojoaquino, elerrander, cirila, reageelerrander, fy",elerrander_,304800,458,17100,809
2,11,original sound - Barstool Sports,"@erika_, @crossfit_beast",barstoolsports,1900000,3624,95400,1781
2,12,Jump Around - 30 Years Remaster - House Of Pain,@crazychantii,typischkassii,209600,4564,22700,4037
2,13,original sound - dwyc27ja2,"crimescenecleaning, hoardingcleanup, cleaning",dwyc27ja2,246500,3155,16800,2147
2,14,Back Lit - Rod Wave,,slimelifejay7,25700,90,2108,82
2,15,original sound - Esthalla,"@familiadiamond, @txunamy",esthalla,20700,116,1043,11
2,16,Quién Es Ese Hombre - Angela María Forero,"foryou, guate%F0%9F%87%AC%F0%9F%87%B9%F0%9F%87%AC%F0%9F%87%B9%F0%9F%87%AC%F0%9F%87%B9%F0%9F%87%AC%F0%9F%87%B9",massieeeeel17,709000,3794,47900,9897
2,17,original sound - Isaac & Andrea,,isaacandandrea25,51200,38,2395,85
