batch,index,music,hashtag,author,likes,comments,shares,saves
1,0,Originalton - ✰,"lowrisejeans, flarepants, skims, jewelry, hairstyle, ootd, outfitinspo, makeup",leanortizz,1200000,3875,89500,3721
1,1,original sound - ina,,ina.katherine,3400000,30300,227600,95100
1,2,original sound - NaomiHearts,"relatable, plussize, foru, plussizeedition, funny, comedy",naomiheartsxo,533200,8065,40900,18200
1,3,Suara Seram Sangat Mencekam - Kholil Buitenzorg,"taylorswift, icespice, god",youwontbelievemeofficial,19500,1009,2134,619
1,4,suara asli - am - 🎧<𝟛,,natnatnoia,24500,0,1404,469
1,5,original sound - Nathan Legagnoux,"fyp%E3%82%B7%E3%82%9A, foryoupage, specialforces, soldier, military, militaryedit",nathan.legagnoux,624200,4791,168800,25900
1,6,RICH..but still that same bitch - City Girls,"serverlife, serverproblems, servertiktok, servertok",lujanojoyce,14100,0,2570,78
1,7,original sound - Seavas,"fyp, mcdonalds, viral",seavaas,348700,1328,22900,3702
1,8,Ick - Alt Ending - Lay Bankz,,lexibrookerivera,1600000,8153,119800,10200
1,9,follow Shalom Margaret on Spotify - shalom margaret,"lightskin, foryoupage%E2%9D%A4%EF%B8%8F%E2%9D%A4%EF%B8%8F",nottherealmar,146600,16800,21300,836
2,0,Monkeys Spinning Monkeys - Kevin MacLeod & Kevin The Monkey,"trend, couples, funny, vira, viralvideo, prank, prankonboyfriend, fyp, foryou, foryoupage, trend, trending",janieceandisaiah,200700,4899,9802,5241
2,1,original sound - DL,,kya.lutes9,128,3,35,0
2,2,original sound - 🤷‍♂️,"snowday, city",lanacattt,19200,126,2987,123
2,3,original sound - Jack Doherty,"@mckinleyrichardson, @ashleyroseclips, jackdoherty",jackdoherty,33700,597,2426,75
2,4,original sound - AGGAYUCITA<3,,aggayucita,2200000,16900,249300,42900
2,5,original sound - J2,"fyp, interview, nightlife, comdey, listen",j2swaego,37100,778,1411,462
2,6,L$d - Luclover,,leximarvell,173500,508,25300,1288
2,7,original sound - omgitsemily,,melnickys28,1905,12,136,64
2,8,Don't Play With It (feat. Billy B) - Lola Brooke,"fyp, parati",addriianaa.sr,260399,2452,24100,2532
2,9,Mi Kryptonita - Doble ONE Flow Letal,,laurasahar00,53000,157,6453,512
2,10,Coda (Instrumental) - BLVKSHP,,itstopshelf,264100,2928,56600,14500
