batch,index,music,hashtag,author,likes,comments,shares,saves
2,23,som original - Beach Walking Playa Praia,"foryou, fy, fyp, pravoce, 4u, foryoupage, funny, music, fashion, follow, tiktok4fun, beach, praia, brasil, trending, 2024, girls, bikini, maresias, explore, bestvideo, beauty, happy, saopaulo, litoral, sun, life, verao, ferias, summer, tiktok, travel, viral",walkingaround4k,76300,261,6310,1771
3,17,som original - W&K,tutorial,twinmelody,514000,1006,16000,620
